URL,区域,房源维护时间,房源编号,租赁方式,房屋类型,房屋类型厅室,房屋类型面积,房屋类型精装修,经纪人,面积,朝向,维护,入住,楼层,电梯,车位,用水,用电,燃气,采暖,租期,看房,付款方式,租金,押金,服务费,中介费
https://bj.lianjia.com/zufang/BJ2494741394011463680.html,东城 和平里 和平里七区,2020-04-19,BJ2494741394011463680,整租,2室1厅1卫 55㎡,2室1厅1卫,55㎡,#,潘刚刚,55㎡,东 西,3天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5900,5900,0,5900,
https://bj.lianjia.com/zufang/BJ2495494805363097600.html,门头沟 石门营 紫金新园二区,2020-04-12,BJ2495494805363097600,整租,1室1厅1卫 40㎡,1室1厅1卫,40㎡,#,胡慧敏,40㎡,南,10天前,2020-04-25,高楼层/16层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,需提前预约,需咨询,2700,2700,0,2700,
https://bj.lianjia.com/zufang/BJ2495627042918506496.html,丰台 新宫 南苑西路56号院,2020-04-20,BJ2495627042918506496,整租,2室1厅1卫 58㎡,2室1厅1卫,58㎡,#,白伟伟,58㎡,南 北,2天前,随时入住,低楼层/6层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2年以内,需提前预约,需咨询,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2495455699945914368.html,朝阳 芍药居 芍药居北里,2020-04-16,BJ2495455699945914368,整租,1室1厅1卫 51㎡,1室1厅1卫,51㎡,#,陈福娥,51㎡,东 南,6天前,随时入住,低楼层/7层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5500,5500,0,5500,
https://bj.lianjia.com/zufang/BJ2462125744025763840.html,通州 九棵树(家乐福) 中泽家园,2020-04-15,BJ2462125744025763840,整租,2室1厅1卫 76㎡,2室1厅1卫,76㎡,#,曹阳,76㎡,南 北,7天前,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3400,3400,0,3400,
https://bj.lianjia.com/zufang/BJ2473974508592308224.html,海淀 苏州桥 小南庄社区,2020-04-22,BJ2473974508592308224,整租,1室1厅1卫 42㎡,1室1厅1卫,42㎡,#,马伟,42㎡,西,今天,随时入住,中楼层/6层,无,租用车位,民水,民电,有,集中供暖,2年以内,需提前预约,季付,5500,5500,0,5500,
https://bj.lianjia.com/zufang/BJ2495562761644548096.html,丰台 科技园区 新城市经典,2020-04-14,BJ2495562761644548096,整租,1室1厅1卫 51㎡,1室1厅1卫,51㎡,#,肖引红,51㎡,西,8天前,随时入住,低楼层/18层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2495616294754189312.html,西城 广安门 丽水莲花,2020-04-10,BJ2495616294754189312,整租,2室1厅1卫 69㎡ 精装修,2室1厅1卫,69㎡,精装修,张悦,69㎡,东,12天前,2020-04-30,低楼层/21层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,6200,6200,0,6200,
https://bj.lianjia.com/zufang/BJ2495539242487250944.html,朝阳 潘家园 弘善家园,2020-04-15,BJ2495539242487250944,整租,2室1厅1卫 77㎡,2室1厅1卫,77㎡,#,赵雨薇,77㎡,东 南,7天前,随时入住,高楼层/28层,有,暂无数据,民水,民电,有,自采暖,3年以内,需提前预约,需咨询,5600,5600,0,5600,
https://bj.lianjia.com/zufang/BJ2495607153604706304.html,大兴 枣园 枣园小区,2020-04-13,BJ2495607153604706304,整租,2室1厅1卫 67㎡,2室1厅1卫,67㎡,#,刘世松,67㎡,南 北,9天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3550,3550,0,3550,
https://bj.lianjia.com/zufang/BJ2494931302667517952.html,丰台 宋家庄 3G木兰,2020-04-12,BJ2494931302667517952,整租,1室0厅1卫 42㎡,1室0厅1卫,42㎡,#,朱少帅,42㎡,西,10天前,2020-05-01,高楼层/8层,有,暂无数据,暂无数据,暂无数据,无,集中供暖,3年以内,需提前预约,季付,4999,4999,0,4999,
https://bj.lianjia.com/zufang/BJ2495578556999147520.html,顺义 顺义城 建新北区,2020-04-11,BJ2495578556999147520,整租,2室1厅1卫 60㎡,2室1厅1卫,60㎡,#,董帅旗,60㎡,南 北,11天前,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3200,3200,0,3200,
https://bj.lianjia.com/zufang/BJ2495553275152310272.html,昌平 鼓楼大街 石坊院,2020-04-08,BJ2495553275152310272,整租,2室1厅1卫 60㎡,2室1厅1卫,60㎡,#,唐晓丽,60㎡,南 北,14天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,3500,3500,0,3500,
https://bj.lianjia.com/zufang/BJ2495421729321787392.html,丰台 新宫 南庭新苑北区,2020-04-13,BJ2495421729321787392,整租,2室1厅1卫 58㎡ 精装修,2室1厅1卫,58㎡,精装修,王子轩,58㎡,南,9天前,2020-05-01,高楼层/16层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,4800,4800,0,4800,
https://bj.lianjia.com/zufang/BJ2494711573114273792.html,海淀 西直门 明光村小区,2020-04-16,BJ2494711573114273792,整租,1室1厅1卫 47㎡,1室1厅1卫,47㎡,#,张风玲,47㎡,南 北,6天前,随时入住,中楼层/5层,无,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,5500,5500,0,5500,
https://bj.lianjia.com/zufang/BJ2495452214605119488.html,西城 马连道 马连道路5号院,2020-04-10,BJ2495452214605119488,整租,2室1厅1卫 58㎡,2室1厅1卫,58㎡,#,李志平,58㎡,南 北,12天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,需咨询,5500,5500,0,5500,
https://bj.lianjia.com/zufang/BJ2495714083098607616.html,丰台 马家堡 嘉园二里,2020-04-16,BJ2495714083098607616,整租,2室1厅1卫 50㎡,2室1厅1卫,50㎡,#,王曼,50㎡,东 西,6天前,随时入住,地下室/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4300,4300,0,4300,
https://bj.lianjia.com/zufang/BJ2494778814107238400.html,朝阳 甘露园 朝阳无限,2020-04-15,BJ2494778814107238400,整租,1室1厅1卫 60㎡ 精装修,1室1厅1卫,60㎡,精装修,王小丽,60㎡,北,7天前,2020-05-01,高楼层/21层,有,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,6100,6100,0,6100,
https://bj.lianjia.com/zufang/BJ2495380194135638016.html,朝阳 高碑店 富华家园,2020-04-18,BJ2495380194135638016,整租,2室1厅1卫 82㎡ 精装修,2室1厅1卫,82㎡,精装修,郭帅帅,82㎡,东南,4天前,2020-04-30,高楼层/24层,有,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,6500,6500,0,6500,
https://bj.lianjia.com/zufang/BJ2495584058265051136.html,丰台 西罗园 西罗园四区,2020-04-18,BJ2495584058265051136,整租,2室1厅1卫 70㎡,2室1厅1卫,70㎡,#,杨明奇,70㎡,西北,4天前,随时入住,高楼层/24层,有,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,季付,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2494687802240016384.html,海淀 新街口 红联村,2020-04-18,BJ2494687802240016384,整租,1室1厅1卫 41㎡ 精装修,1室1厅1卫,41㎡,精装修,白文慧,41㎡,南,4天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,需咨询,5300,5300,0,5300,
https://bj.lianjia.com/zufang/BJ2494882981584306176.html,通州 万达 后南仓,2020-04-18,BJ2494882981584306176,整租,2室1厅1卫 57㎡,2室1厅1卫,57㎡,#,尹志健,57㎡,南 北,4天前,2020-05-08,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,需咨询,3400,3400,0,3400,
https://bj.lianjia.com/zufang/BJ2495654079838298112.html,朝阳 高碑店 兴隆家园,2020-04-18,BJ2495654079838298112,整租,2室1厅1卫 73㎡,2室1厅1卫,73㎡,#,黄雪娇,73㎡,南 北,4天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,6450,6450,0,6450,
https://bj.lianjia.com/zufang/BJ2495406180013719552.html,东城 广渠门 广渠门内大街,2020-04-17,BJ2495406180013719552,整租,1室1厅1卫 63㎡,1室1厅1卫,63㎡,#,徐海龙,63㎡,南,5天前,随时入住,中楼层/14层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,6700,6700,0,6700,
https://bj.lianjia.com/zufang/BJ2495702873703727104.html,通州 万达 永顺南街308号院,2020-04-17,BJ2495702873703727104,整租,2室1厅1卫 76㎡,2室1厅1卫,76㎡,#,庞鹏,76㎡,东 西,5天前,随时入住,中楼层/6层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,1年以内,需提前预约,季付,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2495594877665427456.html,西城 广安门 远见名苑,2020-04-17,BJ2495594877665427456,整租,1室1厅1卫 55㎡,1室1厅1卫,55㎡,#,李德秀,55㎡,北,5天前,随时入住,中楼层/26层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,5800,5800,0,5800,
https://bj.lianjia.com/zufang/BJ2494856035295035392.html,大兴 黄村中 黄村西里,2020-04-17,BJ2494856035295035392,整租,1室1厅1卫 44㎡,1室1厅1卫,44㎡,#,李雪,44㎡,南,5天前,随时入住,高楼层/5层,无,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,需咨询,3500,3500,0,3500,
https://bj.lianjia.com/zufang/BJ2495564233996247040.html,顺义 顺义城 煤炭公司家属楼,2020-04-19,BJ2495564233996247040,整租,2室1厅1卫 73㎡,2室1厅1卫,73㎡,#,武晓丽,73㎡,南 北,3天前,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,3500,3500,0,3500,
https://bj.lianjia.com/zufang/BJ2494860418602762240.html,大兴 瀛海 三槐家园,2020-04-20,BJ2494860418602762240,整租,2室1厅1卫 84㎡,2室1厅1卫,84㎡,#,,84㎡,南 北,2天前,随时入住,高楼层/10层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3600,3600,0,3600,
https://bj.lianjia.com/zufang/BJ2494858310604832768.html,朝阳 定福庄 福怡苑,2020-04-18,BJ2494858310604832768,整租,2室1厅1卫 70㎡ 精装修,2室1厅1卫,70㎡,精装修,储贻春,70㎡,南 北,4天前,2020-05-01,中楼层/7层,无,租用车位,民水,民电,有,自采暖,2年以内,需提前预约,季付,5300,5300,0,5300,
https://bj.lianjia.com/zufang/BJ2494741394011463680.html,东城 和平里 和平里七区,2020-04-19,BJ2494741394011463680,整租,2室1厅1卫 55㎡,2室1厅1卫,55㎡,#,程燕,55㎡,东 西,3天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5900,5900,0,5900,
https://bj.lianjia.com/zufang/BJ2495494805363097600.html,门头沟 石门营 紫金新园二区,2020-04-12,BJ2495494805363097600,整租,1室1厅1卫 40㎡,1室1厅1卫,40㎡,#,侯婷婷,40㎡,南,10天前,2020-04-25,高楼层/16层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,需提前预约,需咨询,2700,2700,0,2700,
https://bj.lianjia.com/zufang/BJ2495627042918506496.html,丰台 新宫 南苑西路56号院,2020-04-20,BJ2495627042918506496,整租,2室1厅1卫 58㎡,2室1厅1卫,58㎡,#,白伟伟,58㎡,南 北,2天前,随时入住,低楼层/6层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2年以内,需提前预约,需咨询,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2495455699945914368.html,朝阳 芍药居 芍药居北里,2020-04-16,BJ2495455699945914368,整租,1室1厅1卫 51㎡,1室1厅1卫,51㎡,#,丁同壮,51㎡,东 南,6天前,随时入住,低楼层/7层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5500,5500,0,5500,
https://bj.lianjia.com/zufang/BJ2462125744025763840.html,通州 九棵树(家乐福) 中泽家园,2020-04-15,BJ2462125744025763840,整租,2室1厅1卫 76㎡,2室1厅1卫,76㎡,#,赵红玉,76㎡,南 北,7天前,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3400,3400,0,3400,
https://bj.lianjia.com/zufang/BJ2473974508592308224.html,海淀 苏州桥 小南庄社区,2020-04-22,BJ2473974508592308224,整租,1室1厅1卫 42㎡,1室1厅1卫,42㎡,#,张海霞,42㎡,西,今天,随时入住,中楼层/6层,无,租用车位,民水,民电,有,集中供暖,2年以内,需提前预约,季付,5500,5500,0,5500,
https://bj.lianjia.com/zufang/BJ2495562761644548096.html,丰台 科技园区 新城市经典,2020-04-14,BJ2495562761644548096,整租,1室1厅1卫 51㎡,1室1厅1卫,51㎡,#,孙志鹏,51㎡,西,8天前,随时入住,低楼层/18层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2495616294754189312.html,西城 广安门 丽水莲花,2020-04-10,BJ2495616294754189312,整租,2室1厅1卫 69㎡ 精装修,2室1厅1卫,69㎡,精装修,张悦,69㎡,东,12天前,2020-04-30,低楼层/21层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,6200,6200,0,6200,
https://bj.lianjia.com/zufang/BJ2495539242487250944.html,朝阳 潘家园 弘善家园,2020-04-15,BJ2495539242487250944,整租,2室1厅1卫 77㎡,2室1厅1卫,77㎡,#,赵雨薇,77㎡,东 南,7天前,随时入住,高楼层/28层,有,暂无数据,民水,民电,有,自采暖,3年以内,需提前预约,需咨询,5600,5600,0,5600,
https://bj.lianjia.com/zufang/BJ2495607153604706304.html,大兴 枣园 枣园小区,2020-04-13,BJ2495607153604706304,整租,2室1厅1卫 67㎡,2室1厅1卫,67㎡,#,刘世松,67㎡,南 北,9天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3550,3550,0,3550,
https://bj.lianjia.com/zufang/BJ2494931302667517952.html,丰台 宋家庄 3G木兰,2020-04-12,BJ2494931302667517952,整租,1室0厅1卫 42㎡,1室0厅1卫,42㎡,#,孙倩,42㎡,西,10天前,2020-05-01,高楼层/8层,有,暂无数据,暂无数据,暂无数据,无,集中供暖,3年以内,需提前预约,季付,4999,4999,0,4999,
https://bj.lianjia.com/zufang/BJ2495578556999147520.html,顺义 顺义城 建新北区,2020-04-11,BJ2495578556999147520,整租,2室1厅1卫 60㎡,2室1厅1卫,60㎡,#,张丹,60㎡,南 北,11天前,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3200,3200,0,3200,
https://bj.lianjia.com/zufang/BJ2495553275152310272.html,昌平 鼓楼大街 石坊院,2020-04-08,BJ2495553275152310272,整租,2室1厅1卫 60㎡,2室1厅1卫,60㎡,#,郑红梅,60㎡,南 北,14天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,3500,3500,0,3500,
https://bj.lianjia.com/zufang/BJ2495421729321787392.html,丰台 新宫 南庭新苑北区,2020-04-13,BJ2495421729321787392,整租,2室1厅1卫 58㎡ 精装修,2室1厅1卫,58㎡,精装修,栗海媛,58㎡,南,9天前,2020-05-01,高楼层/16层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,4800,4800,0,4800,
https://bj.lianjia.com/zufang/BJ2494711573114273792.html,海淀 西直门 明光村小区,2020-04-16,BJ2494711573114273792,整租,1室1厅1卫 47㎡,1室1厅1卫,47㎡,#,陈俊蓉,47㎡,南 北,6天前,随时入住,中楼层/5层,无,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,5500,5500,0,5500,
https://bj.lianjia.com/zufang/BJ2495452214605119488.html,西城 马连道 马连道路5号院,2020-04-10,BJ2495452214605119488,整租,2室1厅1卫 58㎡,2室1厅1卫,58㎡,#,黄晴晴,58㎡,南 北,12天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,需咨询,5500,5500,0,5500,
https://bj.lianjia.com/zufang/BJ2495714083098607616.html,丰台 马家堡 嘉园二里,2020-04-16,BJ2495714083098607616,整租,2室1厅1卫 50㎡,2室1厅1卫,50㎡,#,王曼,50㎡,东 西,6天前,随时入住,地下室/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4300,4300,0,4300,
https://bj.lianjia.com/zufang/BJ2494778814107238400.html,朝阳 甘露园 朝阳无限,2020-04-15,BJ2494778814107238400,整租,1室1厅1卫 60㎡ 精装修,1室1厅1卫,60㎡,精装修,王小丽,60㎡,北,7天前,2020-05-01,高楼层/21层,有,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,6100,6100,0,6100,
https://bj.lianjia.com/zufang/BJ2495380194135638016.html,朝阳 高碑店 富华家园,2020-04-18,BJ2495380194135638016,整租,2室1厅1卫 82㎡ 精装修,2室1厅1卫,82㎡,精装修,夏校亭,82㎡,东南,4天前,2020-04-30,高楼层/24层,有,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,6500,6500,0,6500,
https://bj.lianjia.com/zufang/BJ2495584058265051136.html,丰台 西罗园 西罗园四区,2020-04-18,BJ2495584058265051136,整租,2室1厅1卫 70㎡,2室1厅1卫,70㎡,#,乔茹,70㎡,西北,4天前,随时入住,高楼层/24层,有,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,季付,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2494687802240016384.html,海淀 新街口 红联村,2020-04-18,BJ2494687802240016384,整租,1室1厅1卫 41㎡ 精装修,1室1厅1卫,41㎡,精装修,吴倩,41㎡,南,4天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,需咨询,5300,5300,0,5300,
https://bj.lianjia.com/zufang/BJ2494882981584306176.html,通州 万达 后南仓,2020-04-18,BJ2494882981584306176,整租,2室1厅1卫 57㎡,2室1厅1卫,57㎡,#,尹志健,57㎡,南 北,4天前,2020-05-08,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,需咨询,3400,3400,0,3400,
https://bj.lianjia.com/zufang/BJ2495654079838298112.html,朝阳 高碑店 兴隆家园,2020-04-18,BJ2495654079838298112,整租,2室1厅1卫 73㎡,2室1厅1卫,73㎡,#,黄雪娇,73㎡,南 北,4天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,6450,6450,0,6450,
https://bj.lianjia.com/zufang/BJ2495406180013719552.html,东城 广渠门 广渠门内大街,2020-04-17,BJ2495406180013719552,整租,1室1厅1卫 63㎡,1室1厅1卫,63㎡,#,徐海龙,63㎡,南,5天前,随时入住,中楼层/14层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,6700,6700,0,6700,
https://bj.lianjia.com/zufang/BJ2495702873703727104.html,通州 万达 永顺南街308号院,2020-04-17,BJ2495702873703727104,整租,2室1厅1卫 76㎡,2室1厅1卫,76㎡,#,庞鹏,76㎡,东 西,5天前,随时入住,中楼层/6层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,1年以内,需提前预约,季付,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2495594877665427456.html,西城 广安门 远见名苑,2020-04-17,BJ2495594877665427456,整租,1室1厅1卫 55㎡,1室1厅1卫,55㎡,#,李德秀,55㎡,北,5天前,随时入住,中楼层/26层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,5800,5800,0,5800,
https://bj.lianjia.com/zufang/BJ2494856035295035392.html,大兴 黄村中 黄村西里,2020-04-17,BJ2494856035295035392,整租,1室1厅1卫 44㎡,1室1厅1卫,44㎡,#,李雪,44㎡,南,5天前,随时入住,高楼层/5层,无,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,需咨询,3500,3500,0,3500,
https://bj.lianjia.com/zufang/BJ2495564233996247040.html,顺义 顺义城 煤炭公司家属楼,2020-04-19,BJ2495564233996247040,整租,2室1厅1卫 73㎡,2室1厅1卫,73㎡,#,武晓丽,73㎡,南 北,3天前,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,3500,3500,0,3500,
https://bj.lianjia.com/zufang/BJ2494860418602762240.html,大兴 瀛海 三槐家园,2020-04-20,BJ2494860418602762240,整租,2室1厅1卫 84㎡,2室1厅1卫,84㎡,#,,84㎡,南 北,2天前,随时入住,高楼层/10层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3600,3600,0,3600,
https://bj.lianjia.com/zufang/BJ2494858310604832768.html,朝阳 定福庄 福怡苑,2020-04-18,BJ2494858310604832768,整租,2室1厅1卫 70㎡ 精装修,2室1厅1卫,70㎡,精装修,储贻春,70㎡,南 北,4天前,2020-05-01,中楼层/7层,无,租用车位,民水,民电,有,自采暖,2年以内,需提前预约,季付,5300,5300,0,5300,
https://bj.lianjia.com/zufang/BJ2494741394011463680.html,东城 和平里 和平里七区,2020-04-19,BJ2494741394011463680,整租,2室1厅1卫 55㎡,2室1厅1卫,55㎡,#,潘刚刚,55㎡,东 西,3天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5900,5900,0,5900,
https://bj.lianjia.com/zufang/BJ2495494805363097600.html,门头沟 石门营 紫金新园二区,2020-04-12,BJ2495494805363097600,整租,1室1厅1卫 40㎡,1室1厅1卫,40㎡,#,杨博博,40㎡,南,10天前,2020-04-25,高楼层/16层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,需提前预约,需咨询,2700,2700,0,2700,
https://bj.lianjia.com/zufang/BJ2495627042918506496.html,丰台 新宫 南苑西路56号院,2020-04-20,BJ2495627042918506496,整租,2室1厅1卫 58㎡,2室1厅1卫,58㎡,#,白伟伟,58㎡,南 北,2天前,随时入住,低楼层/6层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2年以内,需提前预约,需咨询,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2495455699945914368.html,朝阳 芍药居 芍药居北里,2020-04-16,BJ2495455699945914368,整租,1室1厅1卫 51㎡,1室1厅1卫,51㎡,#,丁伟杰,51㎡,东 南,6天前,随时入住,低楼层/7层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5500,5500,0,5500,
https://bj.lianjia.com/zufang/BJ2462125744025763840.html,通州 九棵树(家乐福) 中泽家园,2020-04-15,BJ2462125744025763840,整租,2室1厅1卫 76㎡,2室1厅1卫,76㎡,#,史二辉,76㎡,南 北,7天前,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3400,3400,0,3400,
https://bj.lianjia.com/zufang/BJ2473974508592308224.html,海淀 苏州桥 小南庄社区,2020-04-22,BJ2473974508592308224,整租,1室1厅1卫 42㎡,1室1厅1卫,42㎡,#,马伟,42㎡,西,今天,随时入住,中楼层/6层,无,租用车位,民水,民电,有,集中供暖,2年以内,需提前预约,季付,5500,5500,0,5500,
https://bj.lianjia.com/zufang/BJ2495562761644548096.html,丰台 科技园区 新城市经典,2020-04-14,BJ2495562761644548096,整租,1室1厅1卫 51㎡,1室1厅1卫,51㎡,#,孙志鹏,51㎡,西,8天前,随时入住,低楼层/18层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2495616294754189312.html,西城 广安门 丽水莲花,2020-04-10,BJ2495616294754189312,整租,2室1厅1卫 69㎡ 精装修,2室1厅1卫,69㎡,精装修,张悦,69㎡,东,12天前,2020-04-30,低楼层/21层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,6200,6200,0,6200,
https://bj.lianjia.com/zufang/BJ2495539242487250944.html,朝阳 潘家园 弘善家园,2020-04-15,BJ2495539242487250944,整租,2室1厅1卫 77㎡,2室1厅1卫,77㎡,#,赵雨薇,77㎡,东 南,7天前,随时入住,高楼层/28层,有,暂无数据,民水,民电,有,自采暖,3年以内,需提前预约,需咨询,5600,5600,0,5600,
https://bj.lianjia.com/zufang/BJ2495607153604706304.html,大兴 枣园 枣园小区,2020-04-13,BJ2495607153604706304,整租,2室1厅1卫 67㎡,2室1厅1卫,67㎡,#,刘世松,67㎡,南 北,9天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3550,3550,0,3550,
https://bj.lianjia.com/zufang/BJ2494931302667517952.html,丰台 宋家庄 3G木兰,2020-04-12,BJ2494931302667517952,整租,1室0厅1卫 42㎡,1室0厅1卫,42㎡,#,朱少帅,42㎡,西,10天前,2020-05-01,高楼层/8层,有,暂无数据,暂无数据,暂无数据,无,集中供暖,3年以内,需提前预约,季付,4999,4999,0,4999,
https://bj.lianjia.com/zufang/BJ2495578556999147520.html,顺义 顺义城 建新北区,2020-04-11,BJ2495578556999147520,整租,2室1厅1卫 60㎡,2室1厅1卫,60㎡,#,张丹,60㎡,南 北,11天前,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3200,3200,0,3200,
https://bj.lianjia.com/zufang/BJ2495553275152310272.html,昌平 鼓楼大街 石坊院,2020-04-08,BJ2495553275152310272,整租,2室1厅1卫 60㎡,2室1厅1卫,60㎡,#,唐晓丽,60㎡,南 北,14天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,3500,3500,0,3500,
https://bj.lianjia.com/zufang/BJ2495421729321787392.html,丰台 新宫 南庭新苑北区,2020-04-13,BJ2495421729321787392,整租,2室1厅1卫 58㎡ 精装修,2室1厅1卫,58㎡,精装修,栗海媛,58㎡,南,9天前,2020-05-01,高楼层/16层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,4800,4800,0,4800,
https://bj.lianjia.com/zufang/BJ2494711573114273792.html,海淀 西直门 明光村小区,2020-04-16,BJ2494711573114273792,整租,1室1厅1卫 47㎡,1室1厅1卫,47㎡,#,张风玲,47㎡,南 北,6天前,随时入住,中楼层/5层,无,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,5500,5500,0,5500,
https://bj.lianjia.com/zufang/BJ2495452214605119488.html,西城 马连道 马连道路5号院,2020-04-10,BJ2495452214605119488,整租,2室1厅1卫 58㎡,2室1厅1卫,58㎡,#,孙彦飞,58㎡,南 北,12天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,需咨询,5500,5500,0,5500,
https://bj.lianjia.com/zufang/BJ2495714083098607616.html,丰台 马家堡 嘉园二里,2020-04-16,BJ2495714083098607616,整租,2室1厅1卫 50㎡,2室1厅1卫,50㎡,#,王曼,50㎡,东 西,6天前,随时入住,地下室/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4300,4300,0,4300,
